Address,Size,Function,,
0x00000000000087e0,16,core::ptr::unique::Unique<T>::as_ptr::h58ddfd6e14f9a6fd,,
0x00000000000099e0,16,core::ptr::read_volatile::hebdfd2335856af58,,
0x0000000000009a10,16,core::ptr::write_volatile::hd0b6becf075e73e1,,
0x0000000000009b60,16,core::ptr::write::h9af45643ffa9525d,,
0x000000000000b9e0,16,core::ptr::write::hb3de3da5a9c15539,,
0x000000000000c270,16,core::str::from_utf8_unchecked_mut::h1ee947b86ee02e78,,
0x000000000000d890,16,core::slice::<impl [T]>::as_ptr::h3bb7e831d7839fd9,,
0x000000000000daa0,16,core::cmp::impls::<impl core::cmp::PartialOrd for usize>::le::hd68765e698f2da98,,
0x000000000000dad0,16,core::cmp::impls::<impl core::cmp::PartialOrd for usize>::lt::h214e8b2239282588,,
0x000000000000df80,16,core::ptr::write::h9a3ac51154661c08,,
0x000000000000e150,16,<I as core::iter::traits::collect::IntoIterator>::into_iter::h94ff2ee23f3e9ca5,,
0x000000000000eb60,16,core::slice::<impl [T]>::as_mut_ptr::h43051f85d21ba913,,
0x00000000000147e0,16,<str as core::fmt::Display>::fmt::hf7154474259ce0ef,,
0x0000000000017080,16,core::num::NonZeroUsize::new_unchecked::hccb3446f557e9ef7,,
0x0000000000017420,16,<core::result::Result<T,E> as core::ops::try::Try>::from_error::h40117cc5f2762811,
0x0000000000017460,16,<core::result::Result<T,E> as core::ops::try::Try>::from_error::h5a3829a9641c367e,
0x0000000000017530,16,<core::result::Result<T,E> as core::ops::try::Try>::into_result::h74c7c4a2b105a7fc,
0x00000000000175d0,16,core::num::NonZeroUsize::new_unchecked::h736b8eb6772c09ba,,
0x0000000000017840,16,core::ptr::non_null::NonNull<T>::new_unchecked::h9894ed1095b53794,,
0x0000000000017880,16,core::ptr::non_null::NonNull<T>::new_unchecked::h6f6798e2f60ebe99,,
0x00000000000179a0,16,core::ptr::non_null::NonNull<T>::as_ptr::h215f9e0ffd5368e4,,
0x0000000000018d30,16,core::ptr::write::h566edec9adee978b,,
0x0000000000018ea0,16,core::ptr::non_null::NonNull<T>::new_unchecked::hca149e62f8c8d7cc,,
0x0000000000019440,16,core::sync::atomic::strongest_failure_ordering::h67e7c2111f49cc17,,
0x0000000000019e30,16,core::option::Option<T>::is_some::he345efe8dde79970,,
0x0000000000019f30,16,core::num::NonZeroUsize::new_unchecked::h4b09ff6e5674b31d,,
0x000000000001a9f0,16,<core::result::Result<T,E> as core::ops::try::Try>::from_error::he1fe25bc828c35bf,
0x000000000001c460,16,pc_keyboard::KeyEvent::new::h16e021890a64e075,,
0x000000000001f440,16,core::slice::<impl [T]>::as_ptr::h52244c0c98f48349,,
0x000000000001f840,16,cpuio::Port<T>::new::h74d25e8cc85abce5,,
0x000000000001faf0,16,core::iter::traits::iterator::Iterator::try_for_each::call::h5e12af75a7cf6f90,,
0x000000000001fba0,16,core::iter::traits::iterator::Iterator::any::check::h740299abee997446,,
0x000000000001fbf0,16,core::cmp::impls::<impl core::cmp::PartialEq for ()>::eq::h139b6c3150ba7f8e,,
0x000000000001fcd0,16,core::sync::atomic::strongest_failure_ordering::hf8683daed26c778e,,
0x0000000000020100,16,core::slice::<impl [T]>::as_ptr::hec4e86215b6285fd,,
0x0000000000020310,16,<I as core::iter::traits::collect::IntoIterator>::into_iter::h2532fc0f3039ac3d,,
0x0000000000020e10,16,core::slice::<impl [T]>::as_mut_ptr::h52b5d9b9365e74f1,,
0x0000000000020ff0,16,x86_64::structures::paging::page_table::PageTableFlags::contains::heef544974a3dd912,,
0x0000000000021290,16,x86_64::registers::rflags::RFlags::contains::h3409bc3e3f674efc,,
0x0000000000021840,16,core::slice::<impl [T]>::as_ptr::h29aa8152b6f0b763,,
0x0000000000021b10,16,<I as core::iter::traits::collect::IntoIterator>::into_iter::h55d5d9839233c4b9,,
0x0000000000021fc0,16,x86_64::structures::paging::mapper::mapped_page_table::PageTableWalker<P>::new::h4d89089b506cd0d1,,
0x00000000000235c0,16,<x86_64::structures::idt::PageFaultErrorCode as <x86_64::structures::idt::PageFaultErrorCode as core::fmt::Debug>::fmt::__BitFlags>::PROTECTION_VIOLATION::h4c407e054d36a3e5,,
0x0000000000023610,16,<x86_64::structures::idt::PageFaultErrorCode as <x86_64::structures::idt::PageFaultErrorCode as core::fmt::Debug>::fmt::__BitFlags>::CAUSED_BY_WRITE::h7834a27bc2141c5d,,
0x0000000000023660,16,<x86_64::structures::idt::PageFaultErrorCode as <x86_64::structures::idt::PageFaultErrorCode as core::fmt::Debug>::fmt::__BitFlags>::USER_MODE::h17180dd8a699b8bc,,
0x00000000000236b0,16,<x86_64::structures::idt::PageFaultErrorCode as <x86_64::structures::idt::PageFaultErrorCode as core::fmt::Debug>::fmt::__BitFlags>::MALFORMED_TABLE::hd3d7f5bfc1096229,,
0x0000000000023700,16,<x86_64::structures::idt::PageFaultErrorCode as <x86_64::structures::idt::PageFaultErrorCode as core::fmt::Debug>::fmt::__BitFlags>::INSTRUCTION_FETCH::h2ce788476273018a,,
0x0000000000017600,12,core::num::<impl u32>::wrapping_add::h54d6dbe28395bd91,,
0x00000000000037f0,8,blog_os::interrupts::InterruptIndex::as_usize::hb76fe2219b0cfade,,
0x0000000000003810,8,blog_os::interrupts::init_idt::h2509fd6afb6627ad,,
0x0000000000004b00,8,core::alloc::Layout::size::hd58f9bcd255082ad,,
0x0000000000004b10,8,core::alloc::Layout::align::h9b0522d1fd2953f0,,
0x0000000000004b30,8,<core::iter::adapters::flatten::FlatMap<I,U,F> as core::iter::traits::iterator::Iterator>::next::h28633de9e88d62eb
0x0000000000005260,8,alloc::vec::Vec<T>::as_slice::h1559a2085033f4ab,,
0x0000000000005270,8,<alloc::vec::Vec<T> as core::ops::deref::Deref>::deref::hb9fca3580df5ca72,,
0x0000000000005320,8,<alloc::vec::Vec<T> as core::ops::deref::DerefMut>::deref_mut::h1c72cba7578f0e47,,
0x0000000000005370,8,volatile::Volatile<T>::read::h2d493567a836cdeb,,
0x00000000000053d0,8,<u64 as core::iter::range::Step>::add_one::h3446f0aef07b0dde,,
0x0000000000005460,8,core::cell::Cell<T>::get::hba511d263c23d91e,,
0x0000000000005530,8,<T as core::convert::From<T>>::from::h544705efe5d30778,,
0x0000000000005bb0,8,<I as core::iter::traits::collect::IntoIterator>::into_iter::hb163c6662684f57f,,
0x00000000000061c0,8,x86_64::instructions::tlb::flush::h382dbb524c7e87c8,,
0x0000000000006230,8,blog_os::hlt_loop::hd5600a6efb3722dc,,
0x0000000000006af0,8,<x86_64::addr::VirtAddr as core::clone::Clone>::clone::h6fe02539eafbb8ab,,
0x0000000000006b90,8,alloc::boxed::Box<T>::into_raw_non_null::h4dcf8202ef98cd27,,
0x0000000000007760,8,core::alloc::Layout::size::h19dc8c6efbbeb6bb,,
0x0000000000007770,8,core::alloc::Layout::align::h3eb948796f8913c8,,
0x0000000000007c50,8,x86_64::instructions::port::Port<T>::read::h79964169c59d1b7d,,
0x0000000000007c70,8,alloc::rc::Rc<T>::strong_count::h10a4e05e36c42dd0,,
0x0000000000007d90,8,<alloc::rc::Rc<T> as core::clone::Clone>::clone::h7339fe69b1fae9b0,,
0x00000000000082b0,8,core::mem::drop::hec1b553db1be30b5,,
0x0000000000008360,8,core::mem::align_of::hac2f336237212b8b,,
0x0000000000008370,8,core::cell::UnsafeCell<T>::get::h12ff7e46b8b41269,,
0x0000000000008380,8,core::cell::UnsafeCell<T>::get::h2a65342b74f55766,,
0x0000000000008390,8,core::cell::UnsafeCell<T>::get::h522b53369c4fa910,,
0x00000000000083a0,8,core::cell::UnsafeCell<T>::get::h94dc27502ffd2af4,,
0x00000000000083b0,8,core::cell::UnsafeCell<T>::get::ha466a93dadbb1915,,
0x00000000000083c0,8,core::cell::UnsafeCell<T>::get::hb381a18fdcf00828,,
0x00000000000083d0,8,core::cell::UnsafeCell<T>::get::hde234acbdc5788c4,,
0x00000000000083e0,8,core::cell::UnsafeCell<T>::get::hf4c0cae6ac28e46e,,
0x0000000000008720,8,<core::ptr::unique::Unique<T> as core::convert::From<core::ptr::non_null::NonNull<T>>>::from::h1c7a7620a1a9bee9,,
0x00000000000087b0,8,core::ptr::unique::Unique<T>::empty::h0a39be55abbce0b8,,
0x00000000000087c0,8,core::ptr::unique::Unique<T>::as_mut::h84a3572ea1a7dac6,,
0x0000000000008800,8,core::ptr::unique::Unique<T>::as_mut::h8b41e86549e92ed2,,
0x0000000000008820,8,core::ptr::unique::Unique<T>::as_ptr::h6ec840e81ed22fda,,
0x0000000000008830,8,core::ptr::unique::Unique<T>::as_ptr::h03ab152531c2513d,,
0x0000000000008840,8,<T as core::convert::Into<U>>::into::h6328f52c0f578f53,,
0x0000000000008d70,8,core::ptr::real_drop_in_place::h7c09a3ac9035ba9d,,
0x0000000000008d90,8,core::ptr::real_drop_in_place::hd91291903145058a,,
0x0000000000008db0,8,core::ptr::real_drop_in_place::h9cde5f2a991cbf89,,
0x0000000000008dc0,8,core::ptr::real_drop_in_place::h8676d462dc2403d9,,
0x0000000000008dd0,8,core::ptr::real_drop_in_place::ha33eb280be4e3493,,
0x0000000000008de0,8,core::ptr::real_drop_in_place::hc3b261426ecfc864,,
0x0000000000008df0,8,x86_64::addr::VirtAddr::from_ptr::h9f2d8c6d5a279624,,
0x0000000000009080,8,alloc::raw_vec::RawVec<T>::new::h9d2a5017745ef504,,
0x0000000000009140,8,alloc::raw_vec::RawVec<T,A>::ptr::h67a881082daec223,
0x00000000000098c0,8,<alloc::raw_vec::RawVec<T,A> as core::ops::drop::Drop>::drop::hb23a21985bb2cd35,
0x0000000000009e70,8,pc_keyboard::Keyboard<T,S>::clear::hf602e1db27e7b53e,
0x000000000000a8c0,8,<T as core::convert::From<T>>::from::hbeedd082a1c1a80a,,
0x000000000000ad60,8,<spin::mutex::MutexGuard<T> as core::ops::deref::DerefMut>::deref_mut::ha6449a88781eb912,,
0x000000000000ad70,8,<spin::mutex::MutexGuard<T> as core::ops::deref::DerefMut>::deref_mut::ha95f1855475a69be,,
0x000000000000ad80,8,<spin::mutex::MutexGuard<T> as core::ops::deref::DerefMut>::deref_mut::haaf2a3aca2df7333,,
0x000000000000c180,8,blog_os::vga_buffer::_print::h853ceb8a54a84d06,,
0x000000000000c290,8,<core::str::Bytes as core::iter::traits::iterator::Iterator>::next::hdc2ec90c30afa531,,
0x000000000000c960,8,alloc::raw_vec::capacity_overflow::h67e6fd040e446347,,
0x000000000000c970,8,alloc::alloc::handle_alloc_error::hefc80eacc3238188,,
0x000000000000d6d0,8,core::mem::size_of::h1beeb2dccb955fb9,,
0x000000000000d6e0,8,core::mem::size_of::h3843e832d310e36b,,
0x000000000000d6f0,8,core::mem::size_of::h3b9d2fe91d8a046c,,
0x000000000000d700,8,core::mem::size_of::h7998da82c253dee7,,
0x000000000000d940,8,bootloader::bootinfo::memory_map::MemoryMap::next_entry_index::h82071e9408e6f4ea,,
0x000000000000da50,8,<T as core::convert::From<T>>::from::hea4d55213613c852,,
0x000000000000da60,8,<T as core::convert::Into<U>>::into::hcb5bd43af9c05226,,
0x000000000000db70,8,core::mem::size_of::h31ba3472963a6c09,,
0x000000000000db80,8,core::mem::size_of::h4f9e47d51b8447b5,,
0x000000000000db90,8,core::mem::size_of::h6b6d90ac24e9351d,,
0x000000000000ecd0,8,core::clone::impls::<impl core::clone::Clone for u64>::clone::hc1916e24aefa2b40,,
0x0000000000015e70,8,core::str::traits::<impl core::slice::SliceIndex<str> for core::ops::range::RangeTo<usize>>::index::{{closure}}::h2141623a933d04ac.694,,
0x0000000000015e90,8,core::str::traits::<impl core::slice::SliceIndex<str> for core::ops::range::RangeFrom<usize>>::index::{{closure}}::h3c696317926ff099.695,,
0x0000000000016d50,8,<u8 as cpuio::InOut>::port_in::hf9670437b4be0abc,,
0x0000000000016d70,8,<u8 as cpuio::InOut>::port_out::h513735c21c867b27,,
0x00000000000170a0,8,core::num::NonZeroUsize::get::h23f0a0413b820e39,,
0x0000000000017450,8,<core::result::Result<T,E> as core::ops::try::Try>::from_error::h5160b75478be1a45,
0x00000000000175f0,8,core::num::NonZeroUsize::get::h9011c0ccc9890f42,,
0x0000000000017820,8,<core::ptr::non_null::NonNull<T> as core::convert::From<core::ptr::unique::Unique<T>>>::from::h10cfe8a5795d03b0,,
0x0000000000017860,8,<core::ptr::non_null::NonNull<T> as core::convert::From<core::ptr::unique::Unique<T>>>::from::h8308beb48518a3fa,,
0x0000000000017900,8,core::ptr::non_null::NonNull<T>::cast::h5eb6d7760cd7ac0a,,
0x0000000000017920,8,core::ptr::non_null::NonNull<T>::as_ptr::h572278b0602796b0,,
0x0000000000017930,8,core::ptr::non_null::NonNull<T>::cast::hc390b4c3bb8c565c,,
0x0000000000017950,8,core::ptr::non_null::NonNull<T>::as_ptr::h8b21ca5f0bbcd93c,,
0x0000000000017960,8,core::ptr::non_null::NonNull<T>::cast::hd528e27f90ae3cf4,,
0x0000000000017980,8,core::ptr::non_null::NonNull<T>::as_mut::h2f27b2d2db1cb830,,
0x00000000000179c0,8,core::ptr::non_null::NonNull<T>::as_ref::h32440c41e07fdcdc,,
0x00000000000179e0,8,<T as core::convert::Into<U>>::into::h4b5fcdc8125e8b5c,,
0x0000000000017d40,8,linked_list_allocator::hole::move_helper::h2d47ee47ed68b049,,
0x0000000000018e50,8,core::mem::size_of::h2d26601f06cc6564,,
0x0000000000018e60,8,core::mem::size_of::h39e3965cfe4ed3fd,,
0x0000000000018e70,8,core::mem::size_of::ha65c3ef2a9c64c31,,
0x0000000000018e80,8,core::mem::size_of::hd534cb27f78860d6,,
0x0000000000018e90,8,core::mem::align_of::hcfe0c29c7b1ed41d,,
0x0000000000018f00,8,core::ptr::non_null::NonNull<T>::as_ptr::h0dede19c5455088b,,
0x0000000000018f10,8,core::cell::UnsafeCell<T>::get::h119c79cdc09ec4ca,,
0x0000000000018f20,8,core::cell::UnsafeCell<T>::get::hd1a7f08e5f121d57,,
0x0000000000018f50,8,core::ptr::real_drop_in_place::h43622481c8bcf71a,,
0x0000000000018f60,8,core::ptr::real_drop_in_place::haa64d1a11e076c8e,,
0x0000000000019270,8,<linked_list_allocator::LockedHeap as core::ops::deref::Deref>::deref::h6872b4bb3e3cb600,,
0x0000000000019c50,8,core::option::Option<T>::take::h5ec17f71e5fa44af,,
0x0000000000019f20,8,<core::option::Option<T> as core::default::Default>::default::h45e503c7c1d82cb3,,
0x0000000000019f50,8,core::num::NonZeroUsize::get::hd416ecb6612bf4aa,,
0x000000000001a0c0,8,<spin::mutex::MutexGuard<T> as core::ops::deref::DerefMut>::deref_mut::h497817fa0f535485,,
0x000000000001a3e0,8,core::alloc::Layout::size::h900cdfc2ee5e93a9,,
0x000000000001a3f0,8,core::alloc::Layout::align::h82ee0e97bfc0f33a,,
0x000000000001a410,8,<core::alloc::Layout as core::clone::Clone>::clone::h79b0ecae20c0a3b2,,
0x000000000001a950,8,core::ptr::real_drop_in_place::h322df37f2d84399b,,
0x000000000001a960,8,core::ptr::real_drop_in_place::h370fc92606c791e9,,
0x000000000001a970,8,core::ptr::real_drop_in_place::h78ffb116a30a1ca8,,
0x000000000001a980,8,core::ptr::real_drop_in_place::h85414cb9bb8c0b2b,,
0x000000000001a990,8,core::ptr::real_drop_in_place::ha77c62223b90d169,,
0x000000000001a9a0,8,core::ptr::real_drop_in_place::hfd9264120c5c5c0c,,
0x000000000001a9b0,8,<T as core::convert::Into<U>>::into::h36aea510283f5785,,
0x000000000001aa20,8,<core::result::Result<T,E> as core::ops::try::Try>::into_result::hcdc0154502ffb8c9,
0x000000000001c450,8,<pc_keyboard::DecodeState as core::clone::Clone>::clone::h41fa1c38e6ac1330,,
0x000000000001c490,8,pc_keyboard::Modifiers::is_shifted::he6dfc01454016e14,,
0x000000000001e740,8,<core::iter::adapters::Filter<I,P> as core::iter::traits::iterator::Iterator>::next::hd9178bc4f2e32eea,
0x000000000001e8c0,8,<I as core::iter::traits::collect::IntoIterator>::into_iter::hf110e66b73707ab2,,
0x000000000001f630,8,pic8259_simple::ChainedPics::initialize::{{closure}}::haeaa53a144c74edd,,
0x000000000001f7c0,8,pic8259_simple::Pic::end_of_interrupt::h2f917200792fe889,,
0x000000000001f890,8,cpuio::UnsafePort<T>::read::hb05ffe317b35d800,,
0x000000000001f8e0,8,core::mem::size_of::h17d94d8d424ee466,,
0x000000000001f8f0,8,<core::iter::LoopState<C,B> as core::ops::try::Try>::from_error::h83cdca21ba6a17b8,
0x000000000001f9a0,8,<core::iter::LoopState<C,B> as core::ops::try::Try>::from_ok::h18e28d1281c1e458,
0x0000000000020120,8,core::mem::size_of::h87362318c9ebdf6f,,
0x0000000000020300,8,core::cell::UnsafeCell<T>::get::hce6117e890c76ff7,,
0x0000000000020530,8,core::clone::impls::<impl core::clone::Clone for u8>::clone::h3aa021676e0e8c2a,,
0x0000000000020570,8,<core::iter::adapters::Cloned<I> as core::iter::traits::iterator::Iterator>::next::h3ca8f97a2630e033,,
0x0000000000020aa0,8,ux::u9::new::h7a752c31e232ffd4,,
0x0000000000020bb0,8,<T as core::convert::From<T>>::from::hd61d1e598f021d3b,,
0x0000000000020bc0,8,ux::conversion::<impl core::convert::From<ux::u9> for u16>::from::hb93a9516b0ab91fb,,
0x0000000000020c10,8,core::char::convert::from_u32_unchecked::h553e43751dd30ee0,,
0x0000000000020c30,8,cast::u64::hf06a8519458b6fbf,,
0x0000000000020c40,8,cast::_64::<impl cast::From<usize> for u64>::cast::h52742b1a4ce1ba0b,,
0x0000000000020cf0,8,x86_64::structures::paging::page_table::PageTableEntry::addr::h1e804b1473e9ac2b,,
0x0000000000020d10,8,x86_64::structures::paging::page_table::PageTableEntry::flags::hcd1e75cc470b2ce6,,
0x0000000000020d60,8,x86_64::structures::paging::page_table::PageTableFlags::all::hdc107fed52b0af7c,,
0x0000000000020ee0,8,x86_64::structures::paging::page_table::PageTableEntry::is_unused::h109aa0323bc1987f,,
0x0000000000020f00,8,x86_64::structures::paging::page_table::PageTableEntry::set_unused::hb07cbfe3fc391795,,
0x0000000000021090,8,x86_64::structures::paging::page_table::PageTableFlags::bits::hf1ecbe104b97cce0,,
0x0000000000021250,8,x86_64::registers::rflags::RFlags::all::hf72dfa6e0c6846f6,,
0x00000000000212c0,8,core::mem::size_of::h50e0f900d93b3135,,
0x00000000000212d0,8,core::mem::size_of::h83c51460806b1fd2,,
0x00000000000212e0,8,core::mem::size_of::hb30ee1b5bb0f7d06,,
0x0000000000021690,8,x86_64::structures::paging::frame::PhysFrame<S>::start_address::h5aece5ee979f402a,,
0x00000000000216c0,8,cast::_64::<impl cast::From<u64> for usize>::cast::hef4a9123c17e7b1b,,
0x00000000000216d0,8,cast::_64::<impl cast::From<usize> for u64>::cast::hc44d8ecfc18639bf,,
0x0000000000021770,8,core::ptr::real_drop_in_place::hc95516aa0bd0759a,,
0x0000000000021780,8,core::ptr::real_drop_in_place::h12724a36a041757f,,
0x0000000000021790,8,core::ptr::real_drop_in_place::h6b606ebcacd8a24e,,
0x00000000000217a0,8,core::ptr::real_drop_in_place::h9d9006bd50b6d19d,,
0x00000000000217b0,8,core::ptr::real_drop_in_place::hc6fc8322b1de0ee2,,
0x00000000000217c0,8,core::ptr::real_drop_in_place::hcaee2a970d36b8f8,,
0x00000000000217d0,8,x86_64::instructions::interrupts::are_enabled::hb303163d6a05d5dc,,
0x00000000000217f0,8,x86_64::registers::rflags::x86_64::read::h9859a5fd65f7ba70,,
0x0000000000021800,8,x86_64::registers::rflags::x86_64::read_raw::h779da97536b290c5,,
0x0000000000021af0,8,<T as core::convert::Into<U>>::into::h3b94c8a59d6ad2da,,
0x0000000000021b00,8,<T as core::convert::TryInto<U>>::try_into::h834f2a4ed8c82e7c,,
0x0000000000021c70,8,cast::u64::h839e3687400a1303,,
0x0000000000021c80,8,cast::usize::h0dead525a52eb605,,
0x0000000000021c90,8,cast::usize::h12c8400b919f5657,,
0x0000000000021cb0,8,x86_64::instructions::tables::lgdt::h75f10d29cd7848eb,,
0x0000000000021cc0,8,x86_64::instructions::tables::lidt::h10b5fc96afacc044,,
0x0000000000021d00,8,x86_64::structures::paging::page::Page<S>::start_address::h19ff9148ffe3e2c1,,
0x0000000000023750,8,x86_64::registers::control::x86_64::<impl x86_64::registers::control::Cr2>::read::h9f3f63ee337cf0e0,,
0x0000000000023830,8,x86_64::registers::control::Cr3Flags::all::h264425c4117dac87,,
0x0000000000023be0,8,x86_64::structures::gdt::DescriptorFlags::bits::h00c38eedf9ac2484,,
0x0000000000023ee0,8,x86_64::addr::VirtAddr::new::h5d59643ff3ef3fea,,
0x0000000000024070,8,x86_64::addr::VirtAddr::zero::h475039537173c34b,,
0x0000000000024080,8,x86_64::addr::VirtAddr::as_u64::h859d55f6ccd73a75,,
0x0000000000024090,8,x86_64::addr::VirtAddr::as_ptr::ha1d532eba363b49d,,
0x00000000000240b0,8,x86_64::addr::VirtAddr::as_mut_ptr::h11b169a47f1d2a06,,
0x0000000000024190,8,x86_64::addr::VirtAddr::p1_index::hfd387dcc1d298b02,,
0x00000000000241d0,8,x86_64::addr::VirtAddr::p2_index::h9ad9e5fbf0cc8382,,
0x0000000000024210,8,x86_64::addr::VirtAddr::p3_index::h357f52700f029c4d,,
0x0000000000024250,8,x86_64::addr::VirtAddr::p4_index::he3795fb455454766,,
0x0000000000024580,8,x86_64::addr::PhysAddr::as_u64::h61866aa6de9c849e,,
0x00000000000247c0,8,<core::result::Result<T,E> as core::ops::try::Try>::from_error::haa94beb16791cc7a,
0x000000000000c570,6,core::option::Option<T>::unwrap_or::h65f2c80622e2ca70,,
0x0000000000023840,6,x86_64::structures::gdt::SegmentSelector::new::h04d32232f5e4e82a,,
0x00000000000053b0,4,x86_64::instructions::port::<impl x86_64::structures::port::PortRead for u8>::read_from_port::hcf84fa5e985286f5,,
0x0000000000016d90,4,cpuio::x86::inb::hc93c3d7af557936f,,
0x0000000000016db0,4,cpuio::x86::outb::hc8ebbd70fdce8b5a,,
0x0000000000021c50,4,x86_64::instructions::segmentation::cs::hec5196df188887bb,,
0x000000000000bab0,3,blog_os::vga_buffer::ColorCode::new::h3b892934dd708530,,
0x0000000000008640,2,x86_64::instructions::tables::load_tss::hb37bdc06a32f55ce,,
0x00000000000174d0,2,<core::result::Result<T,E> as core::ops::try::Try>::from_error::hf8b01f10e2eb2070,
0x0000000000018f30,2,core::cell::UnsafeCell<T>::new::h576c7fab3bc8d5d8,,
0x0000000000020b90,2,<T as core::convert::From<T>>::from::hd0373c0852c9495c,,
0x0000000000021440,2,core::num::<impl core::convert::From<u16> for u64>::from::h1cedb1ac02d99ce5,,
0x00000000000216a0,2,cast::_64::<impl cast::From<u16> for usize>::cast::h821788b4ba55afcd,,
0x0000000000021e30,2,x86_64::structures::paging::mapper::mapped_page_table::<impl core::convert::From<x86_64::structures::paging::mapper::mapped_page_table::PageTableCreateError> for x86_64::structures::paging::mapper::MapToError>::from::h10e16b296ddcc6c7,,
0x00000000000220c0,2,<x86_64::structures::paging::mapper::mapped_page_table::PageTableWalkError as core::convert::From<x86_64::structures::paging::page_table::FrameError>>::from::h1b2add2c2a49a914,,
0x00000000000226c0,2,x86_64::structures::idt::EntryOptions::minimal::h0eb37b066f10b45b,,
0x00000000000037e0,1,blog_os::interrupts::InterruptIndex::as_u8::h3231eebe025e1bdd,,
0x0000000000006ad0,1,<T as core::convert::From<T>>::from::h7f11b8084fd336b4,,
0x0000000000006d80,1,<T as core::convert::From<T>>::from::hd4a83781cff9df34,,
0x00000000000171a0,1,core::num::<impl core::convert::From<u8> for usize>::from::hc89fec8b8d0b50ad,,
0x0000000000017490,1,<core::result::Result<T,E> as core::ops::try::Try>::from_error::h5e689b54f55415bc,
0x00000000000174b0,1,<core::result::Result<T,E> as core::ops::try::Try>::from_error::he7dfac3fd21600cd,
0x000000000001a9d0,1,core::char::convert::<impl core::convert::From<u8> for char>::from::hb1217f471aa03c61,,
0x000000000001c3d0,1,<T as core::convert::From<T>>::from::h6b919785b48e594a,,
0x00000000000247a0,1,<core::result::Result<T,E> as core::ops::try::Try>::from_error::h3668c0d17314cf45,
0x00000000000247e0,1,<core::result::Result<T,E> as core::ops::try::Try>::into_result::h3ebc2f39c939a063,
0x0000000000004670,0,<I as core::iter::traits::collect::IntoIterator>::into_iter::habceb605826fb658,,
0x0000000000005fe0,0,x86_64::instructions::hlt::h4bcd661aa5535fd9,,
0x00000000000076d0,0,x86_64::instructions::interrupts::enable::h0b5c392d10ef37e7,,
0x00000000000076e0,0,x86_64::instructions::interrupts::disable::h07c4626797cd23e8,,
0x0000000000009030,0,core::hint::unreachable_unchecked::hf6e3e60eafd24e94,,
0x000000000000a3d0,0,__rust_alloc,,
0x000000000000a3e0,0,__rust_dealloc,,
0x000000000000a3f0,0,__rust_realloc,,
0x000000000000f220,0,core::ptr::real_drop_in_place::hdce780916d313859,,
0x00000000000103f0,0,core::ptr::real_drop_in_place::h01b8e832da058dd9,,
0x0000000000010b70,0,core::ptr::real_drop_in_place::h3bf13329205dcf64,,
0x00000000000111e0,0,<T as core::any::Any>::type_id::h3e93df4cd41ee3aa,,
0x0000000000012080,0,core::ptr::real_drop_in_place::h37a9a8374ae25da0,,
0x0000000000014650,0,core::fmt::Formatter::write_str::h89b05afe94bc7ad8,,
0x00000000000146c0,0,core::fmt::Formatter::alternate::h46b80986ac94d626,,
0x00000000000146e0,0,core::fmt::Formatter::debug_lower_hex::h0522431d5a5cd6ca,,
0x0000000000014700,0,core::fmt::Formatter::debug_upper_hex::hb8c70cc7c383ce3d,,
0x0000000000015090,0,<core::fmt::Error as core::fmt::Debug>::fmt::h74a90c83755709b7,,
0x0000000000015740,0,<&T as core::fmt::Debug>::fmt::h675f41c363d5599d,,
0x0000000000015750,0,<&T as core::fmt::Debug>::fmt::h8c30ee7464775c30,,
0x0000000000015770,0,<&T as core::fmt::Display>::fmt::h5b5a9ce7def9dae0,,
0x00000000000157f0,0,<&T as core::fmt::Display>::fmt::he781fe04c2051ded,,
0x0000000000015810,0,core::ptr::real_drop_in_place::h1cb7c67d7c9e8bf3,,
0x0000000000016980,0,<&mut W as core::fmt::Write>::write_str::hce379c2c826197d8,,
0x00000000000174f0,0,<core::result::Result<T,E> as core::ops::try::Try>::into_result::h1e7f09bf0984beb1,
0x0000000000017510,0,<core::result::Result<T,E> as core::ops::try::Try>::into_result::h58f31392bd39fe05,
0x0000000000017550,0,<core::result::Result<T,E> as core::ops::try::Try>::into_result::h91febdbdba356d11,
0x0000000000017570,0,<core::result::Result<T,E> as core::ops::try::Try>::into_result::hadbf3fd459e3fc8e,
0x0000000000017590,0,<core::result::Result<T,E> as core::ops::try::Try>::into_result::hb38ee3e9232d0ae9,
0x00000000000175b0,0,<core::result::Result<T,E> as core::ops::try::Try>::into_result::hf7919ecc2abb6d52,
0x0000000000017620,0,core::num::<impl u32>::max_value::h9b5fb826407fb439,,
0x0000000000017810,0,core::num::<impl usize>::max_value::hfec10931e0bf3ced,,
0x0000000000018d80,0,core::ptr::null_mut::h1631e9cb60fb9155,,
0x000000000001ea80,0,<I as core::iter::traits::collect::IntoIterator>::into_iter::h40e2bd9a63e2a2e8,,
0x00000000000214b0,0,core::num::<impl u16>::max_value::h78f4680fde208fca,,
0x0000000000024800,0,<core::result::Result<T,E> as core::ops::try::Try>::into_result::habbdd011ae854c73,
address,,,stack,name
